"","sample_barcode","collection_label","project","site_code","site_name","collection_date","accessioned","sample_type","habitat","host","trophic","site_type","metadata","lat","long","empo_1","empo_2","empo_3","PI","Processing","common_name","family","genus","species","taxonomy_info","photo","photo.notes"
"2312",2580,"LichenC","Keck","07","Ridge","20190620","Yes","LichenThallus","Terrestrial","Plant","PrimaryProducer","Core Waimea","Need ID, see photo",21.59049,-157.95499,"Host-associated","Plant","Plant corpus","Nicole","Freeze Dry","Lichen",NA,NA,NA,"what kind of lichen?","N","could be in Site 7 folder"
"2313",2581,"RockSwabA","Keck","07","Ridge","20190620","Yes","RockSwab","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.59049,-157.95499,"Free-living","Non-saline","Surface (non-saline)","Anthony",NA,"RockSwab",NA,NA,NA,NA,NA,NA
"2314",2582,"RockSwabB","Keck","07","Ridge","20190620","Yes","RockSwab","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.59049,-157.95499,"Free-living","Non-saline","Surface (non-saline)","Anthony",NA,"RockSwab",NA,NA,NA,NA,NA,NA
"2315",2583,"RockSwabC","Keck","07","Ridge","20190620","Yes","RockSwab","Terrestrial","Nonhost","Environmental","Core Waimea",NA,21.59049,-157.95499,"Free-living","Non-saline","Surface (non-saline)","Anthony",NA,"RockSwab",NA,NA,NA,NA,NA,NA
"2316",2584,"TerrGastroA","Keck","07","Ridge","20190701","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Catinella rotundata",21.59049,-157.95499,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Succineidae","Catinella","rotundata","","N",NA
"2317",2585,"TerrGastroB","Keck","07","Ridge","20190701","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Catinella rotundata",21.59049,-157.95499,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Succineidae","Catinella","rotundata","","N",NA
"2318",2586,"TerrGastroC","Keck","07","Ridge","20190701","Yes","TerrestrialGastropod","Terrestrial","Animal","Detritivore","Core Waimea","Catinella rotundata",21.59049,-157.95499,"Host-associated","Animal","Animal corpus","Matt","Dissect","Snail","Succineidae","Catinella","rotundata","","N",NA
"2319",2587,"LitterArthroA-7","Keck","07","Ridge","20190620","Yes","LitterArthro","Terrestrial","Animal","Multiple","Core Waimea","roly poly",21.59049,-157.95499,"Host-associated","Animal","Animal corpus","Nhu","Sort","Sowbug",NA,NA,NA,"what kind of roly poly?","N",NA
"2320",2588,"LitterArthroC-7","Keck","07","Ridge","20190620","Yes","LitterArthro","Terrestrial","Animal","Multiple","Core Waimea","roly poly",21.59049,-157.95499,"Host-associated","Animal","Animal corpus","Nhu","Sort","Sowbug",NA,NA,NA,"what kind of roly poly?","N",NA
"2321",2589,"LitterArthroE-7","Keck","07","Ridge","20190620","Yes","LitterArthro","Terrestrial","Animal","Multiple","Core Waimea","roly poly",21.59049,-157.95499,"Host-associated","Animal","Animal corpus","Nhu","Sort","Sowbug",NA,NA,NA,"what kind of roly poly?","N",NA
"2322",2590,"InvertType1A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge or ascidian? All 3 reps in 1 baggie",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert1A-C_Site3_1.jpg","close up Invert1A-C_Site3_2.jpg"
"2323",2591,"InvertType1B-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge or ascidian? All 3 reps in 1 baggie",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert1A-C_Site3_1.jpg","close up Invert1A-C_Site3_2.jpg"
"2324",2592,"InvertType1C-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge or ascidian? All 3 reps in 1 baggie",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert1A-C_Site3_1.jpg","close up Invert1A-C_Site3_2.jpg"
"2325",2593,"InvertType2A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert2A-C_Site3_2.jpg","wide shot Invert2A-C_Site3_1.jpg"
"2326",2594,"InvertType2B-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert2A-C_Site3_2.jpg","wide shot Invert2A-C_Site3_1.jpg"
"2327",2595,"InvertType2C-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert2A-C_Site3_2.jpg","wide shot Invert2A-C_Site3_1.jpg"
"2328",2596,"InvertType3A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Starfish",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sea Star",NA,NA,NA,"what kind of starfish?","Invert3A_Site3_1.jpg",NA
"2329",2597,"InvertType3B-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Hermit crab",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Crab",NA,NA,NA,"what kind of hermit crab?","Invert3B_Site3_2.jpg","hard to see"
"2330",2598,"InvertType3C-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert3C_Site3_2.jpg",NA
"2331",2599,"InvertType4A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Tubeworm",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Tubeworm","Siboglinidae","Riftia","","symbiotic bacteria inside","Invert4A_Site3_1.jpg","close up Invert4A_Site3_2.jpg"
"2332",2600,"InvertType4B-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Tubeworm",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Tubeworm","Siboglinidae","Riftia","","symbiotic bacteria inside","Invert4B_Site3_1.jpg","hard to see"
"2333",2601,"InvertType4C-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Crab - not same morpho species",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Crab",NA,NA,NA,"ask for species help","Invert4C_Site3_1.jpg","hard to see"
"2334",2602,"InvertType5A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Flatworm",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Flatworm",NA,NA,NA,"what kind of flatworm?","Invert5A_Site3_1.jpg",NA
"2335",2603,"InvertType6A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Red sponge?",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge","Microcionidae","Clathria","prolifera","based on photo","",NA
"2336",2604,"InvertType6B-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Red sponge?",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge","Microcionidae","Clathria","prolifera","based on photo","",NA
"2337",2605,"InvertType6C-M3","Keck","M3","UppersBeach","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Red sponge?",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge","Microcionidae","Clathria","prolifera","based on photo","Invert6C_Site3_1.jpg",NA
"2338",2606,"CoralType1A-M3","Keck","M3","UppersBeach","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by C Wall",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N","pic available of a big bag with all corals"
"2339",2607,"CoralType1B-M3","Keck","M3","UppersBeach","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by C Wall",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N","pic available of a big bag with all corals"
"2340",2608,"CoralType1C-M3","Keck","M3","UppersBeach","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by C Wall",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N","pic available of a big bag with all corals"
"2341",2609,"CoralType2A-M3","Keck","M3","UppersBeach","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by C Wall",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N","pic available of a big bag with all corals"
"2342",2610,"CoralType2B-M3","Keck","M3","UppersBeach","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by C Wall",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N","pic available of a big bag with all corals"
"2343",2611,"CoralType2C-M3","Keck","M3","UppersBeach","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by C Wall",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N","pic available of a big bag with all corals"
"2344",2612,"CoralType3A-M3","Keck","M3","UppersBeach","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by C Wall",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N","pic available of a big bag with all corals"
"2345",2613,"CoralType3B-M3","Keck","M3","UppersBeach","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by C Wall",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N","pic available of a big bag with all corals"
"2346",2614,"CoralType3C-M3","Keck","M3","UppersBeach","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by C Wall",21.63892,-158.07127,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N","pic available of a big bag with all corals"
"2347",2615,"SedimentA-M3","Keck","M3","UppersBeach","20190620","Yes","MarineSediment","Marine","Nonhost","Environmental","Core Waimea","Sand",21.63892,-158.07127,"Free-living","Saline","Sediment(saline)","Craig","","MarineSediment",NA,NA,NA,NA,NA,NA
"2348",2616,"SedimentB-M3","Keck","M3","UppersBeach","20190620","Yes","MarineSediment","Marine","Nonhost","Environmental","Core Waimea","Sand",21.63892,-158.07127,"Free-living","Saline","Sediment(saline)","Craig","","MarineSediment",NA,NA,NA,NA,NA,NA
"2349",2617,"SedimentC-M3","Keck","M3","UppersBeach","20190620","Yes","MarineSediment","Marine","Nonhost","Environmental","Core Waimea","Sand",21.63892,-158.07127,"Free-living","Saline","Sediment(saline)","Craig","","MarineSediment",NA,NA,NA,NA,NA,NA
"2350",2618,"RockSwab1A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2351",2619,"RockSwab1B-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2352",2620,"RockSwab1C-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2353",2621,"RockSwab2A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2354",2622,"RockSwab2B-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2355",2623,"RockSwab2C-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2356",2624,"RockSwab3A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2357",2625,"RockSwab3B-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2358",2626,"RockSwab3C-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2359",2627,"RockSwab4A-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2360",2628,"RockSwab4B-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2361",2629,"RockSwab4C-M3","Keck","M3","UppersBeach","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","Collected by Martinelli",21.63892,-158.07127,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2362",2630,"Limu1A-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Neomeris",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dasycladaceae","Neomeris",NA,"ask for species help","Limu1A-C_Site3_1.jpg",""
"2363",2631,"Limu1B-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Neomeris",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dasycladaceae","Neomeris",NA,"ask for species help","Limu1A-C_Site3_1.jpg",""
"2364",2632,"Limu1C-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Neomeris",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dasycladaceae","Neomeris",NA,"ask for species help","Limu1A-C_Site3_1.jpg",""
"2365",2633,"Limu2A-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Red dictyota?",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dictyotaceae","Dictyota",NA,"unsure? + ask for species help","Limu2A-C_Site3_2.jpg","close up Limu2A-C_Site3_1.jpg"
"2366",2634,"Limu2B-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Red dictyota?",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dictyotaceae","Dictyota",NA,"unsure? + ask for species help","Limu2A-C_Site3_2.jpg","close up Limu2A-C_Site3_1.jpg"
"2367",2635,"Limu2C-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Red dictyota?",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dictyotaceae","Dictyota",NA,"unsure? + ask for species help","Limu2A-C_Site3_2.jpg","close up Limu2A-C_Site3_1.jpg"
"2368",2636,"Limu3A-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Jania",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Corallinaceae","Jania",NA,"ask for species help","Limu3A-C_Site3_2.jpg","might be 3C"
"2369",2637,"Limu3B-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Jania",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Corallinaceae","Jania",NA,"ask for species help","Limu3A-C_Site3_1.jpg",""
"2370",2638,"Limu3C-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Jania",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Corallinaceae","Jania",NA,"ask for species help","Limu3A-C_Site3_3.jpg","might be 3A"
"2371",2639,"Limu4A-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Unknown",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae",NA,NA,NA,"what kind of seaweed?","Limu4A-C_Site3_2.jpg",""
"2372",2640,"Limu4B-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Unknown",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae",NA,NA,NA,"what kind of seaweed?","Limu4A-C_Site3_2.jpg",""
"2373",2641,"Limu4C-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Unknown",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae",NA,NA,NA,"what kind of seaweed?","Limu4A-C_Site3_2.jpg",""
"2374",2642,"Limu5A-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Colpomenia sinuosa?",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Scytosiphonaceae","Colpomenia","sinuosa","unsure?","Limu5A-C_Site3_1.jpg","back view Limu5A-C_Site3_2.jpg"
"2375",2643,"Limu5B-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Colpomenia sinuosa?",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Scytosiphonaceae","Colpomenia","sinuosa","unsure?","Limu5A-C_Site3_1.jpg","back view Limu5A-C_Site3_2.jpg"
"2376",2644,"Limu5C-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Colpomenia sinuosa?",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Scytosiphonaceae","Colpomenia","sinuosa","unsure?","Limu5A-C_Site3_1.jpg","back view Limu5A-C_Site3_2.jpg"
"2377",2645,"Limu6A-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halimeda",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","ask for species help","Limu6A-C_Site3_1.jpg",""
"2378",2646,"Limu6B-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halimeda",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","ask for species help","Limu6A-C_Site3_1.jpg",""
"2379",2647,"Limu6C-M3","Keck","M3","UppersBeach","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halimeda",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","ask for species help","Limu6A-C_Site3_1.jpg",""
"2380",2648,"CCAType1A-M3","Keck","M3","UppersBeach","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","All 1 baggie, red CCA",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of red CCA?","CCA1A-C_Site3_1.jpg","close up CCA1A-C_Site3_2.jpg"
"2381",2649,"CCAType1B-M3","Keck","M3","UppersBeach","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","All 1 baggie, red CCA",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of red CCA?","CCA1A-C_Site3_1.jpg","close up CCA1A-C_Site3_2.jpg"
"2382",2650,"CCAType1C-M3","Keck","M3","UppersBeach","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","All 1 baggie, red CCA",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of red CCA?","CCA1A-C_Site3_1.jpg","close up CCA1A-C_Site3_2.jpg"
"2383",2651,"CCAType2A-M3","Keck","M3","UppersBeach","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","All 1 baggie, orange CCA",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of orange CCA?","CCA2A-C_Site3_1.jpg","close up CCA2A-C_Site3_2.jpg"
"2384",2652,"CCAType2B-M3","Keck","M3","UppersBeach","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","All 1 baggie, orange CCA",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of orange CCA?","CCA2A-C_Site3_1.jpg","close up CCA2A-C_Site3_2.jpg"
"2385",2653,"CCAType2C-M3","Keck","M3","UppersBeach","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","All 1 baggie, orange CCA",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of orange CCA?","CCA2A-C_Site3_1.jpg","close up CCA2A-C_Site3_2.jpg"
"2386",2654,"CCAType3A-M3","Keck","M3","UppersBeach","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","3 baggies, mislabeled as CCA 1",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","N",""
"2387",2655,"CCAType3B-M3","Keck","M3","UppersBeach","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","3 baggies, mislabeled as CCA 1",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","N",""
"2388",2656,"CCAType3C-M3","Keck","M3","UppersBeach","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","3 baggies, mislabeled as CCA 1",21.63892,-158.07127,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","N",""
"2389",2657,"InvertType1A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Hermit crab",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Crab",NA,NA,NA,"what kind of hermit crab?","Invert1A_Site4_2.jpg","wide shot Invert1A_Site4_1.jpg"
"2390",2658,"InvertType1B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Big crab (tricneustes)",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Crab",NA,NA,NA,"what kind of crab?","Invert1_Site4_1.jpg",NA
"2391",2659,"InvertType1C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Little crab",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Crab",NA,NA,NA,"what kind of crab?","Invert1C_Site4_1.jpg",NA
"2392",2660,"InvertType2A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Octocoral (3 specimens one bag)",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral","Anthozoa",NA,NA,"what kind of octocoral?","Invert2A_Site4_1.jpg","back view 2A-C Invert2A-C_Site4_1.jpg"
"2393",2661,"InvertType2B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Octocoral (3 specimens one bag)",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral","Anthozoa",NA,NA,"what kind of octocoral?","N",NA
"2394",2662,"InvertType2C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Octocoral (3 specimens one bag)",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral","Anthozoa",NA,NA,"what kind of octocoral?","Invert2C_Site4_1.jpg.jpg",NA
"2395",2663,"InvertType3A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Small cucmber (2 in one bag) total triplicate",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sea cucumber",NA,NA,NA,"what kind of cucumber?","Invert3A-C_Site4_1.jpg",NA
"2396",2664,"InvertType3B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Small cucmber (2 in one bag) total triplicate",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sea cucumber",NA,NA,NA,"what kind of cucumber?","Invert3A-C_Site4_1.jpg",NA
"2397",2665,"InvertType3C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Giant sea cucumber",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sea cucumber",NA,NA,NA,"what kind of giant sea cucumber?","Invert3A-C_Site4_1.jpg",NA
